SensorName,Date-Time(Wave),Name(Wave),Speed(Wave),Launch(Wave),Dir(Wave),BS(Wave),SS(Wave),TS(Wave),SA(Wave),Carry(Wave),Total(Wave),HeadSpeed(Wave),AA(Wave),CP(Wave),SP(Wave),SD(Wave),ML1_SP(Wave),ML1_LA(Wave),ML1_DA(Wave),ML1_BS(Wave),ML1_SS(Wave),ML1_SR(Wave),ML1_SA(Wave),RCT_MEA(Wave),RCT_MEA_AI(Wave),,SensorName,Date-Time(GCQ),ForesightSports:PLAYER1-2025-01-21¿ÀÈÄ5:0Club(GCQ),Ball(GCQ),BallSpeed(GCQ),LaunchAngle(GCQ),SideAngle(GCQ),Backspin(GCQ),Sidespin(GCQ),TiltAngle(GCQ),TotalSpin(GCQ),Carry(GCQ),Total(GCQ),Offline(GCQ),DescentAngle(GCQ),PeakHeight(GCQ),ClubSpeed(GCQ),Efficiency(GCQ),AngleofAttack(GCQ),ClubPath(GCQ),FacetoPath(GCQ),Lie(GCQ),Loft(GCQ),ClosureRate(GCQ),FaceImpactLateral(GCQ),FaceImpactVertical(GCQ),,SensorName,Date-Time(TM4),Date(TM4),TMDNo(TM4),TMDFilename(TM4),Player(TM4),Club(TM4),Ball(TM4),ClubSpeed(TM4),AttackAngle(TM4),ClubPath(TM4),LowPoint(TM4),SwingPlane(TM4),SwingDirection(TM4),Dyn.Loft(TM4),FaceAngle(TM4),FaceToPath(TM4),BallSpeed(TM4),SmashFactor(TM4),LaunchAngle(TM4),LaunchDirection(TM4),SpinRate(TM4),SpinRateType(TM4),SpinAxis(TM4),MaxHeight-Dist.(TM4),MaxHeight-Height(TM4),MaxHeight-Side(TM4),LastdataPoint-Length(TM4),LastdataPoint-Side(TM4),LastdataPoint-Height(TM4),LastdataPoint-Time(TM4),CarryFlat-Length(TM4),CarryFlat-Side(TM4),CarryFlat-Land.Angle(TM4),CarryFlat-BallSpeed(TM4),CarryFlat-Time(TM4),Est.TotalFlat-Length(TM4),Est.TotalFlat-Side(TM4),DynamicLie(TM4),ImpactOffset(TM4),ImpactHeight(TM4),Curve(TM4),SpinAxis(Sim)(TM4),Curve(Sim)(TM4),Carry(Sim)(TM4),Total(Sim)(TM4),CarrySide(Sim)(TM4),Totalside(Sim)(TM4),LandingAngle(Sim)(TM4),UseInStat(TM4),Tags(TM4),Condition(TM4),Email(TM4),,SensorName,ShotID(Max),BallSpd.(Max),LaunchAngle(Max),LaunchDirection(Max),BackSpin(Max),SideSpin(Max),Totalspin(Max),SpinAxis(Max),HeadSpd.(Max),ClubPath(Max),FaceAngle(Max),AttackAngle(Max),DynamicLoft(Max),ImpactPoint(H)(Max),ImpactPoint(V)(Max),LowPoint(Max),SwingPlane(Max),SwingDirection(Max),ClubLie(Max),ClosureRate(Max),Faxis(Max),T/Hdiff.(Max),E(Max),Tag(Max),Time(Max),,SensorName,Date-Time(GRadar),Name(GRadar),Speed(GRadar),Launch(GRadar),Dir(GRadar),BS(GRadar),SS(GRadar),TS(GRadar),SA(GRadar),Carry(GRadar),Total(GRadar),HeadSpeed(GRadar),AA(GRadar),CP(GRadar),SP(GRadar),SD(GRadar),ML1_SP(GRadar),ML1_LA(GRadar),ML1_DA(GRadar),ML1_BS(GRadar),ML1_SS(GRadar),ML1_SR(GRadar),ML1_SA(GRadar),RCT_MEA(GRadar),RCT_MEA_AI(GRadar),,
Wave,20250121_151951, SD_2025.01.21_15.19.51_282, 75.21, 12.72, 0.90, 2600.0, 197.1, 2607.5, 4.3, 264.5, 275.5, 53.3, 3.0, 0.1, 48.6, 3.3, 75.17, 13.54, 0.31, 2060.3, -657.6, 2233.4, -17.3, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152006, SD_2025.01.21_15.20.06_004, 74.69, 11.77, 1.58, 2492.0, 188.5, 2499.1, 4.3, 248.7, 255.4, 51.7, -12.9, 1.6, 57.0, -9.3, 73.89, 15.39, 0.96, 3224.1, -368.0, 3237.2, -7.4, 0, 1, , 
Wave,20250121_152024, SD_2025.01.21_15.20.24_285, 75.41, 13.34, 0.92, 2391.4, 103.4, 2393.6, 2.5, 269.1, 279.9, 53.2, 4.7, 0.7, 47.6, 6.0, 77.56, 16.13, -1.79, 8467.1, 895.3, 8513.2, 8.5, 0, 1, , GCQ,20250121_152009, Driver,  Standard,  75.4,  12.5,  0.8,  2191,  -382,  -9.9,  2224,  274.3,  291.1,  -19.8,  38.7,  34.0,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152009, 2025-01-21 PM 3:20:09, , , Unknown Player, Driver, Premium, 50.994, 5.799999999999999, 0.8, -20, 47.57800000000001, 5.609, 13.475999999999999, 0.239, -0.561, 75.8349, 1.4871, 12.161999999999999, 0.33799999999999997, 2220.83, Measured, -15.575, 166.75123596191406, 30.715388027680802, -2.949225448641679, 161.612061798904, -2.8299890667242042, 30.702324985152238, 3.29828, 257.1681577872963, -9.152233517605158, 36.48546081476903, 30.434606552124023, 6.688413, 282.1799898822315, -11.07345328616468, 52.72765316078135, 7.123883240673602, -9.124648501564423, -10.668, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_152055, Driver,  Standard,  77.8,  9.9,  -1.4,  1963,  82,  2.4,  1965,  280.2,  302.0,  -2.0,  31.0,  25.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152054, 2025-01-21 PM 3:20:54, , , Unknown Player, Driver, Premium, 52.787, 1, -2.2000000000000006, -5.5, 44.852000000000004, -1.9670000000000003, 10.489, -0.892, 1.308, 78.2527, 1.4824, 9.377999999999998, -1.063, 1953.9399999999998, Measured, 4.132, 160.7328643798828, 23.074700533486297, -0.4046954865852452, 214.18934715427457, 0.4514158954166365, 15.615140781318376, 4.494011, 251.31314643195634, 1.2976366856383266, 29.14408640215028, 33.6242561340332, 5.695254, 287.22516486035374, 2.219215761899503, 56.5808537973466, 5.882602589331296, 3.1888862570672294, 5.96, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152052, SD_2025.01.21_15.20.52_005, 77.43, 9.42, -0.62, 1448.0, 125.6, 1453.4, 5.0, 282.7, 311.8, 56.5, 98765.0, 98765.0, 98765.0, 98765.0, 74.92, 16.02, -2.59, 3031.4, -222.3, 2990.8, -6.3, 0, 0, , 
Wave,20250121_152110, SD_2025.01.21_15.21.10_289, 77.87, 10.43, -2.15, 2392.8, 46.1, 2393.2, 1.1, 275.9, 290.2, 54.6, -1.3, -2.7, 50.7, -4.1, 78.06, 10.51, -4.53, 1910.4, -447.1, 1980.0, -13.1, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152126, SD_2025.01.21_15.21.26_006, 73.65, 12.89, 2.31, 1816.5, -152.3, 1822.9, -4.8, 279.5, 301.4, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 62.27, 15.37, 1.95, 2093.8, -173.6, 2204.0, -10.0, 0, 1, , 
Wave,20250121_152144, SD_2025.01.21_15.21.44_290, 74.89, 12.05, 0.59, 2188.5, 404.6, 2225.6, 10.5, 265.9, 280.1, 54.9, 5.8, -1.2, 49.4, 4.7, 75.14, 13.67, -0.94, 2352.3, -316.8, 2452.5, -10.0, 0, 1, , GCQ,20250121_152129, Driver,  Standard,  75.3,  12.3,  1.3,  2889,  55,  1.1,  2890,  263.0,  277.2,  9.3,  43.8,  39.1,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152129, 2025-01-21 PM 3:21:29, , , Unknown Player, Driver, Premium, 50.657, 5.4, 1.2, -18.3, 48.078, 5.663, 13.842000000000002, 0.906, -0.29400000000000004, 75.6394, 1.4932, 12.149999999999999, 0.9849999999999998, 2846.28, Measured, 3.8459999999999996, 175.86875915527344, 36.24415632163178, 7.884486731184908, 178.3056811281056, 8.268393909431682, 36.11823723344199, 3.948456, 262.0270334399541, 13.08014992355938, 41.651140850774155, 29.45469856262207, 7.360563, 280.7701626494815, 14.011785728417522, 51.71760712829363, 2.0243723435297785, -12.582053487871546, 8.579, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,20250121_152219, SD_2025.01.21_15.22.19_291, 75.03, 12.70, 0.75, 2225.9, 115.8, 2228.9, 3.0, 268.9, 282.6, 50.5, 5.7, 0.4, 52.2, 5.9, 74.64, 14.44, -0.72, 2178.7, -50.8, 2249.3, -2.8, 0, 0, , GCQ,20250121_152204, Driver,  Standard,  75.0,  13.5,  2.0,  859,  -710,  -39.6,  1114,  240.4,  275.4,  -27.3,  21.6,  18.2,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152203, 2025-01-21 PM 3:22:03, , , Unknown Player, Driver, Premium, 50.881, 7.400000000000001, 1.6, -23, 51.092, 7.063, , , , 75.3333, 1.4806, 13.589, 1.9039999999999995, , Undefined, -8.372, 143.51162719726562, 22.855032071204587, -2.6626264198532192, 154.81369120740194, -3.512005657382192, 22.49304403675653, 2.983318, 235.69785232603877, -9.336694413599632, 28.3195944340524, 35.07577896118164, 5.33034, 273.62534903813776, -12.179876550987254, 51.60660571260519, 3.221820266960447, -5.309105736651212, -17.157, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152217, SD_2025.01.21_15.22.17_000, 71.04, 14.77, 7.55, 600.0, -22.7, 600.4, -2.2, 251.7, 277.0, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 72.13, 17.40, 4.19, 3462.2, -355.3, 3473.7, -6.7, 0, 1, , 
Wave,20250121_152235, SD_2025.01.21_15.22.35_292, 71.94, 16.01, 6.45, 2864.5, 751.9, 2961.5, 14.7, 246.5, 254.8, 50.2, 0.4, 3.0, 49.4, 2.5, 72.03, 17.60, 3.90, 2900.8, 383.9, 2955.2, 6.4, 0, 0, , GCQ,20250121_152220, Driver,  Standard,  72.0,  15.5,  7.0,  1493,  135,  5.2,  1499,  275.0,  296.1,  46.2,  35.0,  32.6,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152220, 2025-01-21 PM 3:22:20, , , Unknown Player, Driver, Premium, 49.434, 4.400000000000001, 1.4, -15.6, 45.991, 5.038000000000001, 15.775, 7.877, 6.477000000000001, 72.0204, 1.4569, 15.042999999999996, 7.446000000000001, 1346.64, Measured, 0.958, 155.67852783203125, 31.173323439748795, 22.437456196679506, 135.7537202370244, 19.909617213623886, 30.508364334375663, 2.700026, 248.56830756897645, 34.72076412129307, 35.96600655083215, 32.07020568847656, 6.390595, 276.3716826411724, 37.7912873695511, 54.0465840732496, 13.805909516404533, 1.1889864424910188, 2.532, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_152256, Driver,  Standard,  80.1,  14.4,  2.8,  2472,  369,  8.5,  2499,  291.0,  305.3,  38.8,  45.3,  46.3,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152256, 2025-01-21 PM 3:22:56, , , Unknown Player, Driver, Premium, , , , , , , 15.241, 3.236, , 80.3211, , 13.869000000000002, 2.903, 2514.1, Measured, 13.11, 187.1808319091797, 43.35477134275711, 18.3948774482697, 217.4820471644802, 24.392463803082812, 38.57551968335676, 5.059671, 280.7209115539195, 35.26639207709134, 43.62109406766431, 32.02633285522461, 7.628469, 298.6999015535444, 38.216802355035604, , , , 21.116, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152253, SD_2025.01.21_15.22.53_002, 79.26, 14.58, 3.82, 1300.7, 112.7, 1305.6, 4.9, 300.1, 316.3, 59.7, 98765.0, 98765.0, 98765.0, 98765.0, 79.52, 16.13, 0.98, 3345.8, -73.7, 3297.8, -0.3, 0, 0, , 
Wave,20250121_152311, SD_2025.01.21_15.23.11_293, 80.02, 15.02, 2.50, 2576.9, 654.3, 2658.7, 14.2, 280.3, 288.8, 57.7, 0.9, -1.6, 50.7, -1.8, 79.86, 15.04, -1.10, 2480.1, -27.5, 2490.4, -0.5, 0, 0, , GCQ,20250121_152318, Driver,  Standard,  74.3,  12.8,  2.0,  3153,  722,  12.9,  3235,  251.6,  264.6,  42.0,  45.4,  39.9,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152318, 2025-01-21 PM 3:23:18, , , Unknown Player, Driver, Premium, 50.072, 3.6, 0.8000000000000002, -13.700000000000001, 45.012, 3.944, 15.064000000000002, 1.268, 0.4680000000000001, 74.3076, 1.484, 13.108000000000002, 1.1950000000000003, 3231.38, Measured, 18.795, 172.18711853027344, 37.131638399054566, 23.516603259569475, 229.55213239355112, 43.9327579838331, 19.03744280418505, 6.254148, 253.73689916490977, 52.55574598411163, 42.69570421931049, 29.127769470214844, 7.377111, 270.750301669005, 58.28482667157837, 52.78288145027344, -4.42251260706869, -8.832209994477118, 47.368, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152311, SD_2025.01.21_15.23.11_003, 42.86, 5.59, -34.35, 600.0, 0.0, 600.0, 0.0, 50.1, 72.5, 43.3, 98765.0, 98765.0, 98765.0, 98765.0, 26.50, 33.65, -1.18, 3014.3, 102.8, 2970.3, 0.7, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152315, SD_2025.01.21_15.23.15_004, 73.21, 13.46, 2.90, 2112.0, 451.4, 2159.7, 12.1, 264.0, 276.7, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 71.62, 15.54, 1.94, 3289.8, -781.2, 3438.1, -13.2, 0, 1, , 
Wave,20250121_152334, SD_2025.01.21_15.23.34_295, 74.03, 14.61, 2.31, 2680.1, 798.0, 2796.4, 16.6, 255.6, 264.4, 53.1, 4.8, -1.5, 48.4, 2.9, 73.93, 12.92, -0.73, 2637.8, 93.1, 2677.8, 1.3, 0, 0, , GCQ,20250121_152345, Driver,  Standard,  71.1,  9.6,  -0.5,  3142,  214,  3.9,  3149,  238.5,  253.5,  6.7,  39.0,  28.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152345, 2025-01-21 PM 3:23:45, , , Unknown Player, Driver, Premium, 49.317, 4.999999999999999, 2.6, -16.5, 49.754, 6.183000000000001, 11.06, -1.7680000000000002, -4.368, 71.6624, 1.4531, 9.436, -0.612, 3155.91, Measured, 5.583, 159.5182342529297, 24.983626159168026, 3.654427604483534, 192.88284755109618, 5.798174715973217, 20.98420508061978, 4.580225, 238.74255628385106, 8.77462879185105, 34.545356755611905, 28.190343856811523, 6.427727, 262.5513618529241, 10.293906932148953, 51.81622296128787, -8.010568291921224, -12.640846745782659, 11.323, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152342, SD_2025.01.21_15.23.42_005, 70.91, 10.20, 0.62, 1393.0, 113.1, 1397.6, 4.6, 241.1, 267.9, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 69.69, 12.16, 0.00, 1750.8, -596.7, 1999.8, -21.5, 0, 1, , 
Wave,20250121_152400, SD_2025.01.21_15.24.00_296, 71.36, 10.83, -1.15, 1580.6, 65.3, 1582.0, 2.4, 252.0, 275.2, 52.4, 6.5, -1.2, 49.3, 5.8, 81.68, 15.53, -3.19, 8511.9, 188.5, 8554.0, 4.6, 0, 1, , GCQ,20250121_152413, Driver,  Standard,  76.3,  15.0,  4.7,  2913,  813,  15.6,  3024,  262.8,  275.5,  63.9,  47.7,  46.6,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152413, 2025-01-21 PM 3:24:13, , , Unknown Player, Driver, Premium, 51.052, 3.3999999999999995, 0, -12.8, 46.795, 2.502, 15.783000000000001, 5.805, 5.805, 76.2276, 1.4931, 14.199, 5.001, 2988.23, Measured, 13.895000000000001, 181.30491638183594, 43.877148909173215, 30.24792275061511, 146.56086222924918, 23.411370146970953, 41.22010316782184, 2.983587, 270.92557961569696, 53.826474532253975, 45.08530994344147, 30.92017364501953, 7.82703, 286.7363360456041, 57.676166144281304, 53.19762323030272, 3.3762027582399448, -0.24757837402177008, 30.474, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152410, SD_2025.01.21_15.24.10_006, 75.46, 15.64, 5.73, 1941.3, 250.9, 1957.4, 7.4, 273.5, 282.9, 55.0, 98765.0, 98765.0, 98765.0, 98765.0, 76.00, 15.94, 5.34, 3230.8, -197.2, 3310.8, -4.5, 0, 1, , 
Wave,20250121_152428, SD_2025.01.21_15.24.28_297, 75.92, 16.47, 4.74, 3560.7, 1368.7, 3814.7, 21.0, 246.6, 253.3, 54.2, 3.1, -1.2, 49.9, 0.7, 75.93, 15.51, 1.44, 2694.4, 0.0, 2728.7, 0.0, 0, 0, , GCQ,20250121_152442, Driver,  Standard,  74.2,  14.5,  4.3,  1930,  128,  3.8,  1934,  278.9,  296.0,  30.8,  39.2,  36.7,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152442, 2025-01-21 PM 3:24:42, , , Unknown Player, Driver, Premium, 49.663, 4, 0.6, -14.399999999999999, 45.611999999999995, 3.9170000000000003, 15.170000000000002, 5.177, 4.576999999999999, 74.384, 1.4978, 14.149999999999999, 4.744000000000001, 1822.57, Measured, 7.123000000000001, 161.4348602294922, 32.31334698580289, 17.31526799386924, 178.57528648583178, 20.127409884112254, 31.11204065390668, 3.925001, 253.28887914716847, 30.226816562559037, 37.06459841478927, 31.403606414794922, 6.620404, 278.849063800623, 33.52843139311771, 54.12414179362258, 6.824419028392436, -0.5995659754130113, 9.325, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152432, SD_2025.01.21_15.24.32_007, 42.41, 24.44, -19.02, 600.0, 0.0, 600.0, 0.0, 102.4, 105.6, 43.0, 98765.0, 98765.0, 98765.0, 98765.0, 27.09, 32.45, -0.17, 2814.4, -218.8, 2829.4, -4.2, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152440, SD_2025.01.21_15.24.40_008, 73.27, 14.11, 5.23, 1036.0, 197.2, 1054.6, 10.8, 267.0, 290.2, 53.4, 98765.0, 98765.0, 98765.0, 98765.0, 72.99, 16.48, 3.20, 3029.2, -408.2, 3169.3, -10.0, 0, 1, , 
Wave,20250121_152458, SD_2025.01.21_15.24.58_298, 73.89, 15.39, 4.89, 3772.3, 644.1, 3826.9, 9.7, 252.3, 260.0, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 64.88, 18.91, 3.13, 2031.6, -229.3, 2018.9, -0.6, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152505, SD_2025.01.21_15.25.05_009, 42.75, 14.11, -18.35, 600.0, -601.5, 849.6, -45.1, 109.0, 123.6, 43.0, 98765.0, 98765.0, 98765.0, 98765.0, 26.26, 32.64, -0.56, 2781.9, -209.6, 2755.5, -3.3, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,20250121_152529, 2025-01-21 PM 3:25:29, , , Unknown Player, Driver, Premium, 53.604, 1.6, -2.4, -7.5, 45.005, -1.427, 11.558, 0.377, 2.7770000000000006, 78.6721, 1.4677, 10.489, 0.069, 1940.92, Measured, 7.6000000000000005, 169.18667602539062, 27.294520936596356, 2.8597878628898474, 236.6623484551424, 7.165415905850014, 13.878050539593128, 5.372123, 262.70286628136995, 9.234732098790582, 32.62088503650354, 31.652456283569336, 6.316599, 293.0147455294423, 11.701621086412015, 56.388762577652926, 9.212671392647579, 3.697569632501359, 8.919, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152526, SD_2025.01.21_15.25.26_011, 77.64, 10.43, 0.82, 600.0, -945.1, 1119.5, -57.6, 210.0, 247.4, 58.1, 98765.0, 98765.0, 98765.0, 98765.0, 76.11, 15.64, -2.66, 2884.5, -454.3, 2888.5, -11.4, 0, 0, , 
Wave,20250121_152544, SD_2025.01.21_15.25.44_301, 78.35, 11.41, -0.85, 2532.1, 186.0, 2538.9, 4.2, 276.7, 288.1, 56.1, -0.8, -2.4, 50.3, -3.6, 78.19, 10.54, -2.35, 1819.9, -440.1, 1917.9, -14.1, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152557, SD_2025.01.21_15.25.57_013, 42.63, 13.66, -35.13, 600.0, 0.0, 600.0, 0.0, 104.9, 119.6, 43.3, 98765.0, 98765.0, 98765.0, 98765.0, 0.00, 0.00, 0.00, 0.0, 0.0, 0.0, 0.0, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_152605, Driver,  Standard,  73.2,  10.0,  -1.0,  1682,  -612,  -20.0,  1790,  250.4,  277.9,  -40.7,  26.1,  19.4,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152605, 2025-01-21 PM 3:26:05, , , Unknown Player, Driver, Premium, 48.946, 4.400000000000001, 1.9999999999999998, -14.799999999999999, 49.393, 5.101, 10.717, -1.165, -3.165, 73.6574, 1.5049, 9.761, -0.695, 1739.41, Measured, -1.5790000000000002, 139.0986785888672, 18.420021984618394, -7.404678412058316, 156.74768574828377, -9.1300540642478, 17.695575964184577, 3.111369, 223.82651625788793, -15.673894490774655, 25.713746940974982, 32.84053421020508, 5.155831, 262.9545982847938, -19.57613985691568, 54.11331428005247, 2.973543058146628, -5.209055570677695, -12.965, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152603, SD_2025.01.21_15.26.03_014, 72.77, 12.21, -0.49, 1618.0, -523.1, 1700.5, -17.9, 272.7, 305.1, 47.1, 98765.0, 98765.0, 98765.0, 98765.0, 72.44, 13.19, -2.34, 2333.0, -666.7, 2525.2, -17.2, 0, 1, , 
Wave,20250121_152621, SD_2025.01.21_15.26.21_303, 73.18, 11.10, -2.35, 2433.2, -659.0, 2520.9, -15.2, 252.2, 267.4, 51.6, 3.5, 0.0, 51.0, 4.2, 80.04, 16.68, -3.22, 8542.8, 515.1, 8607.2, 6.7, 0, 1, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,, , , , , , , , , , , , , , , , , , , , , , , , , , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152745, SD_2025.01.21_15.27.45_000, 41.18, 0.00, -17.57, 600.0, 0.0, 600.0, 0.0, 0.0, 0.0, 41.6, 98765.0, 98765.0, 98765.0, 98765.0, 25.23, 30.95, -1.07, 2772.9, -139.3, 2769.9, -2.8, 0, 0, , 
Wave,, , , , , , , , , , , , , , , , , , , , , , , , , , GCQ,20250121_152811, Driver,  Standard,  71.0,  7.9,  -4.0,  2605,  -534,  -11.6,  2659,  236.5,  256.8,  -42.2,  31.4,  20.9,  --,  --,  --,  --,  --,  --,  --,  --,  --,  --, , TM4,20250121_152811, 2025-01-21 PM 3:28:11, , , Unknown Player, Driver, Premium, 47.945, 0.8, 0, -5, 44.81799999999999, 0.14999999999999997, 9.068, -3.863, -3.863, 71.4421, 1.4901, 7.538999999999999, -3.151, 2673.28, Measured, -11.062, 138.93724060058594, 17.331058696976733, -15.688263524807386, 180.2912084480426, -23.201428588339894, 12.664852226969119, 3.969791, 215.56671660297903, -29.596493918756703, 26.315387299023946, 30.709983825683594, 5.183111, 249.4610224674806, -35.65324900353885, 51.2439761783924, -1.395386153725837, -7.986178834362065, -17.814, , , , , , , , TRUE, , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152808, SD_2025.01.21_15.28.08_001, 70.82, 8.18, -3.09, 1107.0, -183.1, 1122.0, -9.4, 221.3, 240.9, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 72.34, 14.69, -5.14, 2770.4, -295.1, 2818.7, -7.1, 0, 1, , 
Wave,20250121_152826, SD_2025.01.21_15.28.26_306, 71.22, 8.49, -5.71, 2474.1, -1164.7, 2734.5, -25.2, 228.2, 249.3, 50.1, -0.1, -2.3, 48.5, -1.6, 71.25, 6.28, -6.25, 2111.4, -383.5, 2186.0, -9.2, 0, 0, , GCQ,, , , , , , , , , , , , , , , , , , , , , , , , , , TM4,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Max,, , , , , , , , , , , , , , , , , , , , , , , , , , GRadar,20250121_152842, SD_2025.01.21_15.28.42_002, 72.68, 9.46, 0.26, 1512.0, 94.4, 1514.9, 3.6, 260.2, 298.9, 51.8, 98765.0, 98765.0, 98765.0, 98765.0, 72.86, 15.56, -1.74, 3224.5, -130.8, 3246.5, -3.4, 0, 1, , 
